uid,period,period_group,source,subterm,matched_text,context,label,pattern_class,label_v2,label_final
arshkon_3888941778,2024-04,2024,kaggle_arshkon,llm,llm,"i engineer with 4-6 yrs. of experience working in ai/ml, primarily with a recent emphasis on ai and llm projects. you will help in the of generative and our research agenda. additionally, by leveraging y",true_positive,broad,true_positive,true_positive
asaniczka_a40cade3c87a3f8e,2024-01,2024,kaggle_asaniczka,llm,llm, we are inviting an ai systems engineer with a on (llms) to our team. this role involves leveraging llm technologies both front-end and back-end to contribute to in research. should have a strong in llms,true_positive,broad,true_positive,true_positive
arshkon_3887880341,2024-04,2024,kaggle_arshkon,llm,llm,"the rolevalence is augmenting llm technology with prompting to and high quality ai for users . llms to remains an — it of directing, ",true_positive,broad,true_positive,true_positive
asaniczka_6748841d96eb02fc,2024-01,2024,kaggle_asaniczka,llm,llm,"u’ll do | develop and optimize generative ai technologies to automate, and optimize fine and deploy llm trained on our proprietary data. develop and algorithms to to datasets, as as for and analyzing the",true_positive,broad,true_positive,true_positive
arshkon_3905287373,2024-04,2024,kaggle_arshkon,llm,llm,owledge to deliver a world-class user experiencementor other on software practiceswork with and the llm and ai technologies 5+ years of experience in the software and with react5+ years of experience wit,true_positive,broad,true_positive,true_positive
asaniczka_fc7ada2d36df79f0,2024-01,2024,kaggle_asaniczka,llm,llm,duration: 12+ contract generative ai is must have retrieval llm handing productionizing vectorization with backend,true_positive,broad,true_positive,true_positive
arshkon_3901939253,2024-04,2024,kaggle_arshkon,llm,llm,"d a solid product to assure the runtime security of our customers when they are using ai expecially llm services. you will work with product researchers, ai application researchers and software closely t",true_positive,broad,true_positive,true_positive
arshkon_3900938879,2024-04,2024,kaggle_arshkon,llm,llm,e: work in and to cross-functional teams to develop and implement ai/ml including capabilities that llm technologyanalyze ai use and recommend and to sponsorsprototype ai and/or llm-based tools to needse,true_positive,broad,true_positive,true_positive
arshkon_3904390729,2024-04,2024,kaggle_arshkon,llm,llm,ute to on-going data initiatives. job responsibilities and duties | data and manipulation (30%)ml | llm fine-tuning (40%)collaborative and agile (20%)documentation and (10%) minimum requirements currentl,true_positive,broad,true_positive,true_positive
linkedin_li-4391293323,2026-03,2026,scraped,llm,llm,"ough delivery. the role software engineering fundamentals with hands-on work in the genai stack—rag llm and platform guardrails. **in this role, you will** * design, build, test, and operate python- and ",true_positive,broad,true_positive,true_positive
linkedin_li-4317386014,2026-03,2026,scraped,llm,llm,"ong interest—in ai-powered workflows and tools (claude, cursor, windsurf, etc.). * familiarity with llm databases, and retrieval-augmented (rag) is a plus. * experience with relational and nosql database",true_positive,broad,true_positive,true_positive
linkedin_li-4394426534,2026-04,2026,scraped,llm,llm,"you’ll do:** | * design and architect high-performance software for our systems. * up skills and to llm-agent code and review. * optimize software to modularity, and maintainability. * collaborate with o",true_positive,broad,true_positive,true_positive
linkedin_li-4399815325,2026-04,2026,scraped,llm,llm,"processing. * databricks: hands-on experience with databricks for data engineering and workflows. * llm experience working with llm such as openai, or other genai models. * cloud & azure good of cloud an",true_positive,broad,true_positive,true_positive
linkedin_li-4389717190,2026-03,2026,scraped,llm,llm," into workflows. * strong of frameworks (e.g., spark, kubernetes-based systems). * experience ai or llm-driven workflows. * knowledge of tools (e.g., airflow, prefect, dagster). * proven ability to mento",true_positive,broad,true_positive,true_positive
linkedin_li-4363793342,2026-03,2026,scraped,llm,llm," communicate with both business and teams * in engineering, ai applications and ai in software **ai/llm proficiency** * experience using (chatgpt, claude, cursor, windsurf, copilot, etc.) for work tasks ",true_positive,broad,true_positive,true_positive
linkedin_li-4242604508,2026-03,2026,scraped,llm,llm,"knowledge & experience with the and python, c, c++ and go * experience with the following: | + ai & llm deep vision, pytorch, tensorflow + cloud aws, gcp, azure, docker, kubernetes + code systems such as",true_positive,broad,true_positive,true_positive
linkedin_li-4400031441,2026-04,2026,scraped,llm,llm,"red. * working knowledge of sql is expected (no dba-level skills needed, but query is necessary). * llm (openai, anthropic, azure openai, etc.) into applications. * build ai including engineering, respon",true_positive,broad,true_positive,true_positive
linkedin_li-4385323236,2026-04,2026,scraped,llm,llm, user cross-device or cloud-based services. this is for the team that the cx for multimodal for and llm of alexa. qualifications** | * 3+ years of non-internship software experience * 2+ years of non-int,true_positive,broad,true_positive,true_positive
linkedin_li-4393977719,2026-04,2026,scraped,llm,llm,"erience, and who want to make a in a space. you’ll work alongside and to on of customers and the of llm-powered experiences. if you’re excited about working at the of large-scale ml systems, post-trainin",true_positive,broad,true_positive,true_positive
linkedin_li-4292594547,2026-04,2026,scraped,llm,llm,manage a of security analyst tasks. we to and neutralize threats in using ai-driven automation. * a llm to reduce workloads by 4x for the highest volume product which will takedowns at scale * a qa & dat,true_positive,broad,true_positive,true_positive
linkedin_li-4323474224,2026-03,2026,scraped,llm,llm,"e-scale user systems, (ad attribution, etc.), ai-driven recommendations and and client profiling by llm and data. we are like-minded to us in leveraging technology to help and medium-sized business effec",true_positive,broad,true_positive,true_positive
linkedin_li-4392054069,2026-03,2026,scraped,llm,llm,or data and deployment. * utilize ai tools and frameworks to and capabilities. * implement best for llm to efficient management. * lead the productionalization of ai use ensuring robust and solutions. * ,true_positive,broad,true_positive,true_positive
linkedin_li-4394711395,2026-04,2026,scraped,llm,llm,"f software engineering experience, with a strong backend or systems background. * proven experience llm-powered applications prototypes. * hands-on experience designing and implementing systems, includin",true_positive,broad,true_positive,true_positive
linkedin_li-4377426747,2026-03,2026,scraped,llm,llm," make a broad using a of software tools and services, including large-scale data map-reduce and ai, llm service and data engineering, security, and service management. we develop to and create from hundr",true_positive,broad,true_positive,true_positive
linkedin_li-4259912174,2026-03,2026,scraped,llm,llm,"fications:** | * & 4+ years of experience with 1+ year on generative ai/ml applications, leveraging llm's (strong for with multi-agent workflows) * knowledge of retrieval-augmented (rag) and systems * pr",true_positive,broad,true_positive,true_positive
linkedin_li-4394472184,2026-04,2026,scraped,llm,llm,"les. * strong hands-on experience with aws api cloudwatch, eks). * hands-on experience with aws and llm apis. * expertise in observability tools: opentelemetry, cloudwatch. * experience with ci/cd tools ",true_positive,broad,true_positive,true_positive
linkedin_li-4400911313,2026-04,2026,scraped,llm,llm,"a) * | + - - - 8:30am to 4:30pm - after depending on need of project functions** * design and build llm-powered applications, api's and * work with network and system to ai into systems rest api's & sdks",true_positive,broad,true_positive,true_positive
linkedin_li-4279934765,2026-03,2026,scraped,llm,llm,"rience doing end-to-end ml on a team and bringing ml to * in python, scala, and spark * in deep and llm/foundation qualifications** | * ms/phd degree in or ml/ai (e.g. * knowledge about how to manipulate",true_positive,broad,true_positive,true_positive
linkedin_li-4389023245,2026-03,2026,scraped,llm,llm,"r ai backend engineer w2 contract (no **minimum years of experience:** | 7 years who have strong ai/llm and backend developer experience** * llm product experience: prompting, tool evals, latency/cost tr",true_positive,broad,true_positive,true_positive
linkedin_li-4364504458,2026-04,2026,scraped,llm,llm,"unction or industry. * proven experience designing and delivering ai-powered user including design, llm engineering, and retrieval-augmented (rag). * 1+ years of integrating copliot/windsurf (or * 5+ yea",true_positive,broad,true_positive,true_positive
linkedin_li-4395269656,2026-04,2026,scraped,llm,llm,"neering fundamentals and the ability to ship systems * fluency in python * experience or working on llm-powered products, agent systems, or adjacent ai systems * an — you for logs, traces, experiments, a",true_positive,broad,true_positive,true_positive
linkedin_li-4331347331,2026-03,2026,scraped,llm,llm,"erience and applications and services into cloud environments. * in or integrating ai using such as llm prompting, automl etc * in evaluating and the of ai technology in and necessary adjustments to appl",true_positive,broad,true_positive,true_positive
linkedin_li-4391861751,2026-03,2026,scraped,llm,llm,rom react front-ends and next.js applications through node.js/python and aws-hosted data stores—and llm and ai-assisted to and product capabilities. you will work closely with cross-functional teams incl,true_positive,broad,true_positive,true_positive
